ORF	Gene
MAG64_9_84	Gene068009
MAG64_9_85	Gene068010
MAG64_9_86	Gene068011
MAG64_9_87	Gene068012
MAG64_9_88	Gene068013
MAG64_9_89	Gene068014
MAG64_9_90	Gene068015
MAG64_9_91	Gene068016
MAG64_9_92	Gene068017
MAG64_9_93	Gene068018
MAG64_9_94	Gene068019
MAG64_9_95	Gene068020
MAG64_9_97	Gene068021
MAG64_9_98	Gene068022
MAG64_9_99	Gene068023
MAG65_64_7	Gene068024
MAG65_65_4	Gene068025
MAG33_3_9	Gene068025
MAG50_126_5	Gene068025
MAG65_65_6	Gene068026
MAG47_38_14	Gene068026
MAG65_65_9	Gene068027
MAG65_66_1	Gene068028
MAG65_66_3	Gene068029
MAG65_66_5	Gene068030
MAG65_66_6	Gene068031
MAG53_7_11	Gene068031
MAG65_66_7	Gene068032
MAG65_67_1	Gene068033
MAG65_67_3	Gene068034
MAG65_67_8	Gene068035
MAG65_68_1	Gene068036
MAG65_68_2	Gene068037
MAG65_68_3	Gene068038
MAG65_68_4	Gene068039
MAG27_7_53	Gene068039
MAG53_13_59	Gene068039
MAG04_17_2	Gene068039
MAG64_13_84	Gene068039
MAG65_68_5	Gene068040
MAG53_13_60	Gene068040
MAG65_68_6	Gene068041
MAG65_69_1	Gene068042
MAG65_69_3	Gene068043
MAG65_69_5	Gene068044
MAG65_69_6	Gene068045
MAG65_70_1	Gene068046
MAG04_3_104	Gene068046
MAG69_2_40	Gene068046
MAG43_26_24	Gene068046
MAG10_48_7	Gene068046
MAG44_6_14	Gene068046
MAG02_28_8	Gene068046
MAG17_44_8	Gene068046
MAG22_24_6	Gene068046
MAG26_2_1	Gene068046
MAG28_17_45	Gene068046
MAG37_5_53	Gene068046
MAG27_3_40	Gene068046
MAG47_11_27	Gene068046
MAG68_18_7	Gene068046
MAG13_377_2	Gene068046
MAG53_13_18	Gene068046
MAG49_23_10	Gene068046
MAG67_1_34	Gene068046
MAG54_112_5	Gene068046
MAG46_23_11	Gene068046
MAG64_2_240	Gene068046
MAG63_27_11	Gene068046
MAG09_2_10	Gene068046
MAG24_10_50	Gene068046
MAG55_11_29	Gene068046
MAG61_18_16	Gene068046
MAG11_7_78	Gene068046
MAG48_6_71	Gene068046
MAG12_4_171	Gene068046
MAG35_40_23	Gene068046
MAG50_89_5	Gene068046
MAG33_83_8	Gene068046
MAG65_70_2	Gene068047
MAG65_70_3	Gene068048
MAG65_70_4	Gene068049
MAG65_71_1	Gene068050
MAG65_71_6	Gene068051
MAG65_71_7	Gene068052
MAG65_72_1	Gene068053
MAG65_72_6	Gene068054
MAG65_73_1	Gene068055
MAG65_73_2	Gene068056
MAG65_73_3	Gene068057
MAG28_35_18	Gene068057
MAG65_73_4	Gene068058
MAG65_73_6	Gene068059
MAG65_74_1	Gene068060
MAG65_74_5	Gene068061
MAG46_21_46	Gene068061
MAG43_1_79	Gene068061
MAG65_74_9	Gene068062
MAG65_74_11	Gene068063
MAG65_75_1	Gene068064
MAG65_75_5	Gene068065
MAG22_32_3	Gene068065
MAG27_26_16	Gene068065
MAG63_53_11	Gene068065
MAG65_76_1	Gene068066
MAG65_76_4	Gene068067
MAG47_3_70	Gene068067
MAG53_17_6	Gene068067
MAG65_76_6	Gene068068
MAG17_36_25	Gene068068
MAG47_3_75	Gene068068
MAG65_76_8	Gene068069
MAG65_77_1	Gene068070
MAG65_77_2	Gene068071
MAG65_77_3	Gene068072
MAG65_77_7	Gene068073
MAG65_78_1	Gene068074
MAG13_67_1	Gene068074
MAG66_24_10	Gene068075
MAG66_24_11	Gene068076
MAG66_25_1	Gene068077
MAG66_25_2	Gene068078
MAG66_25_3	Gene068079
MAG66_25_7	Gene068080
MAG66_26_1	Gene068081
MAG66_26_2	Gene068082
MAG66_26_3	Gene068083
MAG66_26_4	Gene068084
MAG66_26_5	Gene068085
MAG66_26_6	Gene068086
MAG66_27_2	Gene068087
MAG66_27_4	Gene068088
MAG66_27_5	Gene068089
MAG66_27_7	Gene068090
MAG66_27_8	Gene068091
MAG66_27_9	Gene068092
MAG66_28_1	Gene068093
MAG66_28_4	Gene068094
MAG66_28_6	Gene068095
MAG66_28_8	Gene068096
MAG66_29_1	Gene068097
MAG66_29_4	Gene068098
MAG66_29_5	Gene068099
MAG45_5_6	Gene068099
MAG66_29_6	Gene068100
MAG66_29_10	Gene068101
MAG66_30_1	Gene068102
MAG66_30_2	Gene068103
MAG66_30_6	Gene068104
MAG66_30_7	Gene068105
MAG66_30_8	Gene068106
MAG66_30_9	Gene068107
MAG66_31_1	Gene068108
MAG66_31_2	Gene068109
MAG66_31_3	Gene068110
MAG66_31_4	Gene068111
MAG66_31_8	Gene068112
MAG66_32_1	Gene068113
MAG66_32_2	Gene068114
MAG66_32_4	Gene068115
MAG16_52_9	Gene068115
MAG52_2_102	Gene068115
MAG66_32_7	Gene068116
MAG51_24_6	Gene068116
MAG29_29_29	Gene068116
MAG66_32_8	Gene068117
MAG66_32_11	Gene068118
MAG66_32_12	Gene068119
MAG66_32_13	Gene068120
MAG66_33_1	Gene068121
MAG66_33_3	Gene068122
MAG56_55_20	Gene068122
MAG23_1_71	Gene068122
MAG57_128_6	Gene068122
MAG62_15_12	Gene068122
MAG29_35_3	Gene068122
MAG25_183_1	Gene068122
MAG51_41_15	Gene068122
MAG52_62_10	Gene068122
MAG20_6_8	Gene068122
MAG14_10_27	Gene068122
MAG05_12_81	Gene068122
MAG41_121_14	Gene068122
MAG42_125_6	Gene068122
MAG60_13_47	Gene068122
MAG45_217_3	Gene068122
MAG66_33_5	Gene068123
MAG66_33_6	Gene068124
MAG66_34_1	Gene068125
MAG66_34_2	Gene068126
MAG66_34_3	Gene068127
MAG66_34_4	Gene068128
MAG66_34_7	Gene068129
MAG66_34_9	Gene068130
MAG66_34_10	Gene068131
MAG66_35_1	Gene068132
MAG66_35_6	Gene068133
MAG66_35_7	Gene068134
MAG66_35_8	Gene068135
MAG66_35_9	Gene068136
MAG66_35_10	Gene068137
MAG52_66_16	Gene068137
MAG29_4_37	Gene068137
MAG19_46_1	Gene068137
MAG66_291_3	Gene068137
MAG42_395_4	Gene068137
MAG60_17_4	Gene068137
MAG66_35_11	Gene068138
MAG66_35_12	Gene068139
MAG66_281_3	Gene068140
MAG66_281_5	Gene068141
MAG66_282_1	Gene068142
MAG66_282_3	Gene068143
MAG66_282_4	Gene068144
MAG66_283_1	Gene068145
MAG66_283_4	Gene068146
MAG66_284_1	Gene068147
MAG66_284_3	Gene068148
MAG66_284_4	Gene068149
MAG66_285_1	Gene068150
MAG66_285_3	Gene068151
MAG66_286_1	Gene068152
MAG66_286_2	Gene068153
MAG66_286_5	Gene068154
MAG66_287_1	Gene068155
MAG66_287_4	Gene068156
MAG66_288_1	Gene068157
MAG66_288_2	Gene068158
MAG66_288_3	Gene068159
MAG66_289_1	Gene068160
MAG66_289_2	Gene068161
MAG66_289_3	Gene068162
MAG66_289_4	Gene068163
MAG66_289_5	Gene068164
MAG66_290_2	Gene068165
MAG66_1_37	Gene068165
MAG66_291_2	Gene068166
MAG66_291_4	Gene068167
MAG66_291_5	Gene068168
MAG66_292_1	Gene068169
MAG66_292_3	Gene068170
MAG66_293_1	Gene068171
MAG56_4_4	Gene068171
MAG66_293_4	Gene068172
MAG66_294_2	Gene068173
MAG66_295_1	Gene068174
MAG66_295_3	Gene068175
MAG66_295_4	Gene068176
MAG66_296_1	Gene068177
MAG66_296_2	Gene068178
MAG66_296_3	Gene068179
MAG66_297_1	Gene068180
MAG66_297_2	Gene068181
MAG66_297_3	Gene068182
MAG66_297_5	Gene068183
MAG66_298_1	Gene068184
MAG66_298_2	Gene068185
MAG66_299_1	Gene068186
MAG66_299_2	Gene068187
MAG66_299_3	Gene068188
MAG66_299_4	Gene068189
MAG66_300_1	Gene068190
MAG66_300_3	Gene068191
MAG66_302_1	Gene068192
MAG56_38_26	Gene068192
MAG66_302_2	Gene068193
MAG66_302_3	Gene068194
MAG66_302_4	Gene068195
MAG66_303_2	Gene068196
MAG66_303_4	Gene068197
MAG66_303_5	Gene068198
MAG66_304_1	Gene068199
MAG66_304_2	Gene068200
MAG66_305_1	Gene068201
MAG66_305_2	Gene068202
MAG66_306_1	Gene068203
MAG66_306_3	Gene068204
MAG66_307_2	Gene068205
MAG66_307_3	Gene068206
MAG66_308_1	Gene068207
MAG66_308_2	Gene068208
MAG67_4_38	Gene068209
MAG67_4_39	Gene068210
MAG67_4_43	Gene068211
MAG67_4_45	Gene068212
MAG67_4_47	Gene068213
MAG67_4_49	Gene068214
MAG67_4_50	Gene068215
MAG67_4_51	Gene068216
MAG63_73_3	Gene068216
MAG67_4_52	Gene068217
MAG67_4_53	Gene068218
MAG67_4_54	Gene068219
MAG67_4_57	Gene068220
MAG04_4_72	Gene068220
MAG49_6_17	Gene068220
MAG54_91_8	Gene068220
MAG35_2_112	Gene068220
MAG28_35_13	Gene068220
MAG13_290_4	Gene068220
MAG26_25_9	Gene068220
MAG46_1_2	Gene068220
MAG02_21_10	Gene068220
MAG37_17_9	Gene068220
MAG10_66_7	Gene068220
MAG44_7_69	Gene068220
MAG47_16_34	Gene068220
MAG53_18_42	Gene068220
MAG68_24_4	Gene068220
MAG11_5_95	Gene068220
MAG09_4_162	Gene068220
MAG48_1_3	Gene068220
MAG24_2_50	Gene068220
MAG61_38_4	Gene068220
MAG55_37_14	Gene068220
MAG50_14_6	Gene068220
MAG64_23_13	Gene068220
MAG33_31_25	Gene068220
MAG17_31_25	Gene068220
MAG22_8_37	Gene068220
MAG63_73_8	Gene068220
MAG27_24_6	Gene068220
MAG67_4_58	Gene068221
MAG67_5_1	Gene068222
MAG67_5_2	Gene068223
MAG49_41_17	Gene068223
MAG26_31_13	Gene068223
MAG67_5_4	Gene068224
MAG67_5_5	Gene068225
MAG69_14_3	Gene068225
MAG67_5_8	Gene068226
MAG67_5_10	Gene068227
MAG67_5_11	Gene068228
MAG67_5_12	Gene068229
MAG67_5_13	Gene068230
MAG67_5_14	Gene068231
MAG67_5_26	Gene068232
MAG67_5_32	Gene068233
MAG43_39_4	Gene068233
MAG67_5_35	Gene068234
MAG26_11_10	Gene068234
MAG67_5_37	Gene068235
MAG43_18_30	Gene068235
MAG26_11_12	Gene068235
MAG47_22_29	Gene068235
MAG49_7_22	Gene068235
MAG67_5_40	Gene068236
MAG43_18_24	Gene068236
MAG49_42_6	Gene068236
MAG26_64_2	Gene068236
MAG67_5_42	Gene068237
MAG67_5_45	Gene068238
MAG67_5_47	Gene068239
MAG67_5_49	Gene068240
MAG67_5_51	Gene068241
MAG26_1_27	Gene068241
MAG67_5_56	Gene068242
MAG26_9_41	Gene068242
MAG67_5_58	Gene068243
MAG43_2_93	Gene068243
MAG68_13_9	Gene068243
MAG26_9_23	Gene068243
MAG67_5_64	Gene068244
MAG67_5_65	Gene068245
MAG43_27_7	Gene068245
MAG67_5_68	Gene068246
MAG67_5_69	Gene068247
MAG67_5_70	Gene068248
MAG67_5_71	Gene068249
MAG67_6_2	Gene068250
MAG26_59_5	Gene068250
MAG43_82_5	Gene068250
MAG49_25_18	Gene068250
MAG27_3_105	Gene068250
MAG67_6_3	Gene068251
MAG67_6_4	Gene068252
MAG67_6_5	Gene068253
MAG67_6_6	Gene068254
MAG49_25_21	Gene068254
MAG13_114_4	Gene068254
MAG43_82_2	Gene068254
MAG26_59_2	Gene068254
MAG10_110_4	Gene068254
MAG22_23_26	Gene068254
MAG17_12_22	Gene068254
MAG28_7_94	Gene068254
MAG54_27_17	Gene068254
MAG04_9_19	Gene068254
MAG53_49_8	Gene068254
MAG37_20_15	Gene068254
MAG47_26_14	Gene068254
MAG60_130_5	Gene068254
MAG27_6_175	Gene068254
MAG63_16_7	Gene068254
MAG68_17_25	Gene068254
MAG67_6_7	Gene068255
MAG67_6_8	Gene068256
MAG68_9_27	Gene068257
MAG68_9_30	Gene068258
MAG68_9_33	Gene068259
MAG68_9_34	Gene068260
MAG68_9_35	Gene068261
MAG68_9_39	Gene068262
MAG68_9_43	Gene068263
MAG68_9_44	Gene068264
MAG68_9_45	Gene068265
MAG68_10_1	Gene068266
MAG68_10_4	Gene068267
MAG68_10_6	Gene068268
MAG68_10_8	Gene068269
MAG68_10_10	Gene068270
MAG27_8_66	Gene068270
MAG68_10_11	Gene068271
MAG68_10_13	Gene068272
MAG68_10_16	Gene068273
MAG68_10_18	Gene068274
MAG68_10_19	Gene068275
MAG68_10_21	Gene068276
MAG68_10_22	Gene068277
MAG68_10_24	Gene068278
MAG68_10_25	Gene068279
MAG68_10_26	Gene068280
MAG68_10_28	Gene068281
MAG68_10_30	Gene068282
MAG68_10_31	Gene068283
MAG68_10_33	Gene068284
MAG44_12_53	Gene068284
MAG68_10_34	Gene068285
MAG10_116_2	Gene068285
MAG68_11_1	Gene068286
MAG68_11_6	Gene068287
MAG68_11_7	Gene068288
MAG68_11_8	Gene068289
MAG68_11_10	Gene068290
MAG69_10_12	Gene068290
MAG68_11_12	Gene068291
MAG68_11_13	Gene068292
MAG68_11_14	Gene068293
MAG46_1_110	Gene068293
MAG68_11_15	Gene068294
MAG46_1_109	Gene068294
MAG27_27_6	Gene068294
MAG68_11_17	Gene068295
MAG68_11_21	Gene068296
MAG46_1_103	Gene068296
MAG27_27_11	Gene068296
MAG68_11_22	Gene068297
MAG46_1_102	Gene068297
MAG27_27_12	Gene068297
MAG68_11_23	Gene068298
MAG68_11_24	Gene068299
MAG68_11_29	Gene068300
MAG26_10_17	Gene068300
MAG68_11_32	Gene068301
MAG68_11_36	Gene068302
MAG17_5_8	Gene068302
MAG02_74_10	Gene068302
MAG68_11_37	Gene068303
MAG68_11_38	Gene068304
MAG68_11_40	Gene068305
MAG68_11_43	Gene068306
MAG17_1_69	Gene068306
MAG69_3_20	Gene068306
MAG28_3_59	Gene068306
MAG65_10_2	Gene068306
MAG47_2_39	Gene068306
MAG53_53_10	Gene068306
MAG04_20_8	Gene068306
MAG55_22_5	Gene068306
MAG68_11_45	Gene068307
MAG68_96_8	Gene068308
MAG68_97_1	Gene068309
MAG68_97_2	Gene068310
MAG68_97_4	Gene068311
MAG68_98_1	Gene068312
MAG68_98_2	Gene068313
MAG68_98_3	Gene068314
MAG26_2_87	Gene068314
MAG13_521_1	Gene068314
MAG54_67_11	Gene068314
MAG47_32_5	Gene068314
MAG65_112_5	Gene068314
MAG10_6_14	Gene068314
MAG02_39_15	Gene068314
MAG44_28_5	Gene068314
MAG46_28_6	Gene068314
MAG68_98_4	Gene068315
MAG68_98_5	Gene068316
MAG68_98_6	Gene068317
MAG68_99_1	Gene068318
MAG68_100_1	Gene068319
MAG68_100_2	Gene068320
MAG68_100_3	Gene068321
MAG68_101_1	Gene068322
MAG68_101_4	Gene068323
MAG68_101_5	Gene068324
MAG68_102_1	Gene068325
MAG68_102_2	Gene068326
MAG68_102_3	Gene068327
MAG68_103_4	Gene068328
MAG68_103_5	Gene068329
MAG68_103_7	Gene068330
MAG68_104_1	Gene068331
MAG68_104_2	Gene068332
MAG68_105_1	Gene068333
MAG68_105_2	Gene068334
MAG68_105_3	Gene068335
MAG68_105_6	Gene068336
MAG68_106_2	Gene068337
MAG68_107_1	Gene068338
MAG68_107_2	Gene068339
MAG68_107_3	Gene068340
MAG68_107_4	Gene068341
MAG68_107_5	Gene068342
MAG68_107_6	Gene068343
MAG68_108_1	Gene068344
MAG68_108_2	Gene068345
MAG68_108_3	Gene068346
MAG68_109_3	Gene068347
MAG68_110_1	Gene068348
MAG68_110_3	Gene068349
MAG68_110_4	Gene068350
MAG46_1_39	Gene068350
MAG10_118_4	Gene068350
MAG69_9_8	Gene068350
MAG43_7_31	Gene068350
MAG17_23_19	Gene068350
MAG67_51_3	Gene068350
MAG22_12_25	Gene068350
MAG63_61_13	Gene068350
MAG68_110_5	Gene068351
MAG68_111_1	Gene068352
MAG68_111_3	Gene068353
MAG68_111_5	Gene068354
MAG68_112_1	Gene068355
MAG68_113_2	Gene068356
MAG68_113_3	Gene068357
MAG68_113_4	Gene068358
MAG68_114_1	Gene068359
MAG68_114_3	Gene068360
MAG54_7_7	Gene068360
MAG68_114_5	Gene068361
MAG68_115_1	Gene068362
MAG27_21_1	Gene068362
MAG10_96_2	Gene068362
MAG68_115_2	Gene068363
MAG68_116_1	Gene068364
MAG68_116_4	Gene068365
MAG68_116_5	Gene068366
MAG68_117_1	Gene068367
MAG68_118_1	Gene068368
MAG68_118_2	Gene068369
MAG68_118_3	Gene068370
MAG68_119_2	Gene068371
MAG27_5_4	Gene068371
MAG68_119_4	Gene068372
MAG68_120_1	Gene068373
MAG68_120_2	Gene068374
MAG68_121_1	Gene068375
MAG68_121_2	Gene068376
MAG10_57_10	Gene068376
MAG68_121_3	Gene068377
MAG54_17_16	Gene068378
MAG54_17_21	Gene068379
MAG54_17_24	Gene068380
MAG04_27_17	Gene068380
MAG28_2_120	Gene068380
MAG17_6_11	Gene068380
MAG37_29_9	Gene068380
MAG54_17_28	Gene068381
MAG04_10_20	Gene068381
MAG28_6_86	Gene068381
MAG54_18_1	Gene068382
MAG54_18_3	Gene068383
MAG54_18_4	Gene068384
MAG13_88_4	Gene068384
MAG54_18_5	Gene068385
MAG54_18_6	Gene068386
MAG54_18_7	Gene068387
MAG54_18_8	Gene068388
MAG54_18_9	Gene068389
MAG54_18_10	Gene068390
MAG54_18_11	Gene068391
MAG54_18_12	Gene068392
MAG54_18_13	Gene068393
MAG54_18_14	Gene068394
MAG54_18_15	Gene068395
MAG54_18_16	Gene068396
MAG54_18_17	Gene068397
MAG54_18_18	Gene068398
MAG54_18_19	Gene068399
MAG54_18_20	Gene068400
MAG54_18_21	Gene068401
MAG54_18_22	Gene068402
MAG54_18_23	Gene068403
MAG54_18_24	Gene068404
MAG54_18_25	Gene068405
MAG54_18_26	Gene068406
MAG54_18_28	Gene068407
MAG54_18_30	Gene068408
MAG54_18_31	Gene068409
MAG28_7_24	Gene068409
MAG47_49_22	Gene068409
MAG54_18_32	Gene068410
MAG54_57_9	Gene068410
MAG54_19_4	Gene068411
MAG04_24_24	Gene068411
MAG54_19_6	Gene068412
MAG04_24_26	Gene068412
MAG28_21_28	Gene068412
MAG54_19_8	Gene068413
MAG04_24_28	Gene068413
MAG28_21_30	Gene068413
MAG54_19_9	Gene068414
MAG54_19_10	Gene068415
MAG54_19_11	Gene068416
MAG54_19_13	Gene068417
MAG37_17_31	Gene068417
MAG54_19_17	Gene068418
MAG43_17_32	Gene068418
MAG47_78_5	Gene068418
MAG28_8_11	Gene068418
MAG68_11_27	Gene068418
MAG17_38_6	Gene068418
MAG54_19_23	Gene068419
MAG54_19_24	Gene068420
MAG54_19_26	Gene068421
MAG47_15_26	Gene068421
MAG17_5_23	Gene068421
MAG54_19_32	Gene068422
MAG54_20_6	Gene068423
MAG54_20_9	Gene068424
MAG33_13_40	Gene068424
MAG54_20_10	Gene068425
MAG54_20_11	Gene068426
MAG54_20_13	Gene068427
MAG54_20_15	Gene068428
MAG27_36_10	Gene068428
MAG64_8_73	Gene068428
MAG54_49_13	Gene068429
MAG54_49_14	Gene068430
MAG54_49_15	Gene068431
MAG54_49_16	Gene068432
MAG54_49_17	Gene068433
MAG54_49_18	Gene068434
MAG04_2_118	Gene068434
MAG69_7_50	Gene068434
MAG54_49_19	Gene068435
MAG54_49_21	Gene068436
MAG54_50_1	Gene068437
MAG54_50_2	Gene068438
MAG04_12_20	Gene068438
MAG28_30_26	Gene068438
MAG54_50_12	Gene068439
MAG54_50_15	Gene068440
MAG54_51_1	Gene068441
MAG54_51_4	Gene068442
MAG54_51_6	Gene068443
MAG54_51_10	Gene068444
MAG28_1_66	Gene068444
MAG54_51_12	Gene068445
MAG28_1_68	Gene068445
MAG54_51_15	Gene068446
MAG54_51_16	Gene068447
MAG54_52_1	Gene068448
MAG54_52_2	Gene068449
MAG50_41_10	Gene068449
MAG17_5_71	Gene068449
MAG28_8_12	Gene068449
MAG11_1_145	Gene068449
MAG22_5_16	Gene068449
MAG54_52_3	Gene068450
MAG54_52_8	Gene068451
MAG28_8_18	Gene068451
MAG54_52_10	Gene068452
MAG54_52_15	Gene068453
MAG54_52_18	Gene068454
MAG49_26_24	Gene068454
MAG54_52_22	Gene068455
MAG54_53_2	Gene068456
MAG54_53_5	Gene068457
MAG54_53_13	Gene068458
MAG54_54_1	Gene068459
MAG54_54_2	Gene068460
MAG54_54_3	Gene068461
MAG54_54_4	Gene068462
MAG54_54_5	Gene068463
MAG54_54_6	Gene068464
MAG54_54_7	Gene068465
MAG54_54_8	Gene068466
MAG54_54_9	Gene068467
MAG54_54_12	Gene068468
MAG54_54_14	Gene068469
MAG54_55_2	Gene068470
MAG54_55_4	Gene068471
MAG54_162_4	Gene068472
MAG54_162_5	Gene068473
MAG54_163_1	Gene068474
MAG54_164_1	Gene068475
MAG54_165_1	Gene068476
MAG54_165_2	Gene068477
MAG54_166_1	Gene068478
MAG54_166_2	Gene068479
MAG54_166_3	Gene068480
MAG54_167_2	Gene068481
MAG02_104_5	Gene068481
MAG64_4_188	Gene068481
MAG44_11_26	Gene068481
MAG53_38_1	Gene068481
MAG54_167_3	Gene068482
MAG53_38_2	Gene068482
MAG54_168_1	Gene068483
MAG54_168_2	Gene068484
MAG54_168_4	Gene068485
MAG68_6_44	Gene068485
MAG53_31_3	Gene068485
MAG28_37_17	Gene068485
MAG54_168_5	Gene068486
MAG54_169_1	Gene068487
MAG54_169_2	Gene068488
MAG54_170_1	Gene068489
MAG54_170_3	Gene068490
MAG54_85_10	Gene068490
MAG54_171_1	Gene068491
MAG54_171_2	Gene068492
MAG50_73_15	Gene068492
MAG33_122_7	Gene068492
MAG33_92_17	Gene068492
MAG64_6_161	Gene068492
MAG43_9_14	Gene068492
MAG11_4_36	Gene068492
MAG28_55_2	Gene068492
MAG53_52_22	Gene068492
MAG47_105_6	Gene068492
MAG53_4_64	Gene068492
MAG54_171_4	Gene068493
MAG54_172_1	Gene068494
MAG55_1_1	Gene068495
MAG55_1_2	Gene068496
MAG55_1_8	Gene068497
MAG61_23_23	Gene068497
MAG55_1_10	Gene068498
MAG55_1_11	Gene068499
MAG55_1_13	Gene068500
MAG55_1_14	Gene068501
MAG33_43_7	Gene068501
MAG50_7_31	Gene068501
MAG48_1_230	Gene068501
MAG55_1_17	Gene068502
MAG55_1_19	Gene068503
MAG61_32_12	Gene068503
MAG24_3_12	Gene068503
MAG09_1_139	Gene068503
MAG55_1_20	Gene068504
MAG55_1_21	Gene068505
MAG55_1_22	Gene068506
MAG55_1_23	Gene068507
MAG55_1_24	Gene068508
MAG55_1_25	Gene068509
MAG55_1_26	Gene068510
MAG09_1_223	Gene068510
MAG11_7_42	Gene068510
MAG48_3_36	Gene068510
MAG61_23_16	Gene068510
MAG55_1_29	Gene068511
MAG55_1_30	Gene068512
MAG55_1_31	Gene068513
MAG55_1_34	Gene068514
MAG55_1_35	Gene068515
MAG55_1_38	Gene068516
MAG55_1_39	Gene068517
MAG55_1_40	Gene068518
MAG55_1_41	Gene068519
MAG55_1_42	Gene068520
MAG55_1_44	Gene068521
MAG55_1_46	Gene068522
MAG24_2_81	Gene068522
MAG55_1_47	Gene068523
MAG55_1_49	Gene068524
MAG11_5_82	Gene068524
MAG61_15_26	Gene068524
MAG24_10_32	Gene068524
MAG09_1_314	Gene068524
MAG48_4_84	Gene068524
MAG55_1_51	Gene068525
MAG09_1_316	Gene068525
MAG48_4_82	Gene068525
MAG24_10_34	Gene068525
MAG61_15_28	Gene068525
MAG55_1_52	Gene068526
MAG24_2_180	Gene068526
MAG55_1_53	Gene068527
MAG24_3_43	Gene068527
MAG55_1_54	Gene068528
MAG55_1_58	Gene068529
MAG24_8_114	Gene068529
MAG55_1_60	Gene068530
MAG55_1_61	Gene068531
MAG55_1_63	Gene068532
MAG55_1_64	Gene068533
MAG24_11_2	Gene068533
MAG12_1_51	Gene068533
MAG55_1_65	Gene068534
MAG55_1_68	Gene068535
MAG55_1_70	Gene068536
MAG55_17_7	Gene068537
MAG55_17_11	Gene068538
MAG55_17_12	Gene068539
MAG68_38_6	Gene068539
MAG22_5_30	Gene068539
MAG26_2_19	Gene068539
MAG37_27_9	Gene068539
MAG10_13_14	Gene068539
MAG17_39_9	Gene068539
MAG27_2_145	Gene068539
MAG43_24_19	Gene068539
MAG44_2_22	Gene068539
MAG47_36_4	Gene068539
MAG49_51_2	Gene068539
MAG63_2_54	Gene068539
MAG65_204_3	Gene068539
MAG04_29_9	Gene068539
MAG28_6_31	Gene068539
MAG54_62_7	Gene068539
MAG09_5_66	Gene068539
MAG11_1_14	Gene068539
MAG12_2_46	Gene068539
MAG24_7_118	Gene068539
MAG33_38_15	Gene068539
MAG48_1_891	Gene068539
MAG50_47_14	Gene068539
MAG61_19_12	Gene068539
MAG55_17_13	Gene068540
MAG55_17_14	Gene068541
MAG55_17_15	Gene068542
MAG55_17_16	Gene068543
MAG24_4_87	Gene068543
MAG55_17_17	Gene068544
MAG24_4_86	Gene068544
MAG55_17_21	Gene068545
MAG55_17_24	Gene068546
MAG55_17_28	Gene068547
MAG55_18_1	Gene068548
MAG55_18_11	Gene068549
MAG19_66_7	Gene068549
MAG09_6_14	Gene068549
MAG11_2_274	Gene068549
MAG35_2_47	Gene068549
MAG24_7_44	Gene068549
MAG55_18_32	Gene068550
MAG55_18_33	Gene068551
MAG55_18_34	Gene068552
MAG55_18_35	Gene068553
MAG55_18_36	Gene068554
MAG55_18_37	Gene068555
MAG55_10_3	Gene068555
MAG55_18_38	Gene068556
MAG55_18_41	Gene068557
MAG55_18_43	Gene068558
MAG55_19_1	Gene068559
MAG55_19_5	Gene068560
MAG55_19_6	Gene068561
MAG55_19_8	Gene068562
MAG55_19_9	Gene068563
MAG55_19_12	Gene068564
MAG55_19_13	Gene068565
MAG24_1_156	Gene068565
MAG55_19_18	Gene068566
MAG55_19_20	Gene068567
MAG24_4_95	Gene068567
MAG61_44_12	Gene068567
MAG48_2_190	Gene068567
MAG44_9_14	Gene068567
MAG65_5_3	Gene068567
MAG37_6_36	Gene068567
MAG55_19_22	Gene068568
MAG22_3_66	Gene068568
MAG27_10_52	Gene068568
MAG63_139_3	Gene068568
MAG65_51_5	Gene068568
MAG50_128_5	Gene068568
MAG33_72_18	Gene068568
MAG09_4_16	Gene068568
MAG48_7_12	Gene068568
MAG15_68_10	Gene068568
MAG61_3_8	Gene068568
MAG11_8_39	Gene068568
MAG24_1_168	Gene068568
MAG12_6_86	Gene068568
MAG55_19_23	Gene068569
MAG55_19_24	Gene068570
MAG55_19_25	Gene068571
MAG64_2_147	Gene068571
MAG55_20_1	Gene068572
MAG55_20_2	Gene068573
MAG55_20_3	Gene068574
MAG55_20_4	Gene068575
MAG55_20_5	Gene068576
MAG55_20_6	Gene068577
MAG55_20_8	Gene068578
MAG55_20_9	Gene068579
MAG24_2_145	Gene068579
MAG09_1_82	Gene068579
MAG11_8_24	Gene068579
MAG48_5_79	Gene068579
MAG61_3_64	Gene068579
MAG55_20_10	Gene068580
MAG55_85_6	Gene068581
MAG02_70_6	Gene068581
MAG55_85_7	Gene068582
MAG55_85_8	Gene068583
MAG55_86_5	Gene068584
MAG55_86_7	Gene068585
MAG09_7_50	Gene068585
MAG48_1_469	Gene068585
MAG11_1_68	Gene068585
MAG61_6_40	Gene068585
MAG24_12_40	Gene068585
MAG55_86_8	Gene068586
MAG55_87_2	Gene068587
MAG55_87_3	Gene068588
MAG55_87_5	Gene068589
MAG55_87_6	Gene068590
MAG55_87_7	Gene068591
MAG55_88_4	Gene068592
MAG61_16_2	Gene068592
MAG11_6_27	Gene068592
MAG24_3_77	Gene068592
MAG55_89_1	Gene068593
MAG55_89_2	Gene068594
MAG55_89_4	Gene068595
MAG55_89_7	Gene068596
